Simulation,Days,Duplicate Stars,Daily Cards,Unique Cards,Room 1 Day,Room 2 Day,Room 3 Day,Room 4 Day,Room 5 Day,Room 6 Day,Card1,Card2,Card3,Card4,Card5,Card6,Card7,Card8,Card9,Card10,Card11,Card12,Card13,Card14,Card15,Card16,Card17,Card18,Card19,Card20,Card21,Card22,Card23,Card24,Card25,Card26,Card27,Card28,Card29,Card30,Card31,Card32,Card33,Card34,Card35,Card36,Card37,Card38,Card39,Card40,Card41,Card42,Card43,Card44,Card45,Card46,Card47,Card48,Card49,Card50,Card51,Card52,Card53,Card54,Card55,Card56,Card57,Card58,Card59,Card60,Card61,Card62,Card63,Card64,Card65,Card66,Card67,Card68,Card69,Card70,Card71,Card72,Card1 Daily,Card2 Daily,Card3 Daily,Card4 Daily,Card5 Daily,Card6 Daily,Card7 Daily,Card8 Daily,Card9 Daily,Card10 Daily,Card11 Daily,Card12 Daily,Card13 Daily,Card14 Daily,Card15 Daily,Card16 Daily,Card17 Daily,Card18 Daily,Card19 Daily,Card20 Daily,Card21 Daily,Card22 Daily,Card23 Daily,Card24 Daily,Card25 Daily,Card26 Daily,Card27 Daily,Card28 Daily,Card29 Daily,Card30 Daily,Card31 Daily,Card32 Daily,Card33 Daily,Card34 Daily,Card35 Daily,Card36 Daily,Card37 Daily,Card38 Daily,Card39 Daily,Card40 Daily,Card41 Daily,Card42 Daily,Card43 Daily,Card44 Daily,Card45 Daily,Card46 Daily,Card47 Daily,Card48 Daily,Card49 Daily,Card50 Daily,Card51 Daily,Card52 Daily,Card53 Daily,Card54 Daily,Card55 Daily,Card56 Daily,Card57 Daily,Card58 Daily,Card59 Daily,Card60 Daily,Card61 Daily,Card62 Daily,Card63 Daily,Card64 Daily,Card65 Daily,Card66 Daily,Card67 Daily,Card68 Daily,Card69 Daily,Card70 Daily,Card71 Daily,Card72 Daily
1,39,363,12,12,,4,0,0,24,0,0,9,8,7,3,6,6,3,11,4,2,3,0,15,10,12,17,8,12,15,6,3,3,1,0,14,12,13,10,7,6,6,1,2,2,1,1,4,5,6,4,6,1,7,7,2,2,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,40,371,6,6,,4,0,0,24,0,0,9,8,7,3,7,6,3,11,4,2,3,0,15,11,12,18,9,12,15,6,3,3,1,0,14,12,13,11,7,6,6,1,2,2,1,1,4,5,6,5,6,1,7,7,2,2,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,41,381,6,5,,4,0,0,24,0,0,9,8,7,3,7,6,3,11,4,2,3,0,15,11,13,18,11,12,15,6,3,3,1,0,14,12,14,11,7,6,7,1,2,2,1,1,5,5,6,5,6,1,7,7,2,2,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,42,386,4,4,,4,0,0,24,0,0,10,8,7,3,7,6,3,11,5,2,3,0,15,11,13,19,11,12,15,6,3,3,1,0,14,12,14,11,7,6,7,1,2,2,1,1,5,5,7,5,6,1,7,7,2,2,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,43,392,6,6,,4,0,0,24,0,0,10,8,7,3,8,6,4,11,5,2,3,0,15,11,13,19,11,12,15,6,3,3,1,0,14,12,15,11,7,6,7,1,2,2,1,1,5,6,7,5,6,1,7,8,2,2,3,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,44,406,8,7,,4,0,0,24,0,0,11,8,7,3,8,6,4,11,5,2,3,0,16,11,13,19,11,12,15,6,3,3,1,0,14,14,15,11,7,6,7,1,2,2,1,1,5,6,7,6,6,1,7,9,2,3,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,45,413,8,6,,4,0,0,24,0,0,11,10,7,3,9,6,4,11,5,2,3,0,16,11,13,19,11,13,15,6,3,3,1,0,14,14,15,11,7,6,7,1,2,2,1,1,5,6,7,6,6,1,7,9,2,3,3,0,2,2,1,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,46,414,2,2,,4,0,0,24,0,0,11,11,7,3,9,6,4,11,5,2,3,0,16,11,13,19,11,13,15,6,3,3,1,0,14,14,15,11,7,6,7,1,2,2,1,1,5,6,7,6,6,1,7,9,2,3,3,0,2,2,1,1,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,47,420,6,5,,4,0,0,24,0,0,12,11,7,3,9,6,4,11,5,2,3,0,16,11,13,19,11,13,15,6,3,3,1,0,14,14,15,11,7,6,7,1,2,2,1,1,5,6,9,6,7,1,7,9,2,3,3,0,2,2,1,1,0,0,1,1,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,48,427,6,6,,4,0,0,24,0,0,13,11,7,4,9,6,4,11,5,2,3,0,16,11,13,19,11,13,15,6,3,3,1,0,14,14,15,11,7,6,7,1,2,2,1,1,5,6,10,6,7,1,7,9,2,3,3,0,2,2,1,1,0,0,1,2,1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,49,431,6,6,,4,0,0,24,0,0,13,11,7,4,9,6,4,11,5,2,3,0,16,11,13,19,12,13,15,6,3,3,1,0,14,14,15,11,7,6,7,1,2,2,1,1,5,6,10,7,7,1,7,9,2,3,3,0,2,2,1,1,0,0,1,3,1,4,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1,50,435,4,4,,4,0,0,24,0,0,14,11,7,4,10,6,4,11,5,2,3,0,16,11,13,19,13,13,15,6,3,3,1,0,14,14,15,11,7,6,7,1,2,2,1,1,5,6,10,7,7,1,7,9,2,3,3,0,2,2,1,1,0,1,1,3,1,4,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,51,448,8,6,,4,0,0,24,0,0,15,12,7,4,10,6,4,11,5,2,3,0,16,11,13,19,13,13,15,6,3,3,1,0,14,14,15,12,7,6,7,1,2,2,1,1,5,6,10,7,7,1,7,9,2,3,4,0,2,2,1,1,0,1,1,3,1,4,1,0,4,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
1,52,453,4,4,,4,0,0,24,0,0,15,12,8,4,11,6,4,12,5,2,3,0,16,11,13,19,13,13,15,6,3,3,1,0,14,14,15,12,7,6,7,1,2,2,1,1,5,6,10,7,7,1,7,9,2,3,4,0,2,2,1,1,0,1,1,3,1,4,1,0,5,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,53,462,6,5,,4,0,0,24,0,0,15,12,9,5,11,6,6,12,5,2,3,0,16,11,13,19,13,13,15,6,3,3,1,0,14,14,15,12,7,7,7,1,2,2,1,1,5,6,10,7,7,1,7,9,2,3,4,0,2,2,1,1,0,1,1,3,1,4,1,0,6,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,54,470,6,5,,4,0,0,24,0,0,15,13,9,5,11,6,8,13,5,2,3,0,16,11,13,19,13,13,15,6,3,3,1,0,14,14,15,12,7,7,7,2,2,2,1,1,5,6,10,7,7,1,7,9,2,3,4,0,2,2,1,1,0,1,2,3,1,4,1,0,6,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,55,478,6,5,,4,0,0,24,0,0,15,14,9,5,12,6,8,13,5,4,3,0,16,12,13,19,13,13,15,6,3,3,1,0,14,14,15,12,7,7,7,2,2,2,1,1,5,6,10,8,7,1,7,9,2,3,4,0,2,2,1,1,0,1,2,3,1,4,1,0,6,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,56,486,6,5,,4,0,0,24,0,0,17,14,9,5,12,6,8,13,6,4,3,0,17,12,13,19,14,13,15,6,3,3,1,0,14,14,15,12,7,7,7,2,2,2,1,1,6,6,10,8,7,1,7,9,2,3,4,0,2,2,1,1,0,1,2,3,1,4,1,0,6,1,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,57,488,2,2,,4,0,0,24,0,0,17,14,9,5,13,6,8,13,6,4,3,0,18,12,13,19,14,13,15,6,3,3,1,0,14,14,15,12,7,7,7,2,2,2,1,1,6,6,10,8,7,1,7,9,2,3,4,0,2,2,1,1,0,1,2,3,1,4,1,0,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,58,495,6,5,,4,0,0,24,0,0,18,14,9,5,13,6,8,13,6,4,3,0,20,12,13,19,14,13,15,6,3,3,1,0,14,14,15,12,7,7,7,2,2,2,1,1,6,6,10,8,8,1,7,9,2,3,4,0,2,2,1,1,0,1,3,3,1,4,1,0,6,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,59,507,8,7,,4,0,0,24,0,0,18,14,9,6,15,6,8,14,7,4,3,0,21,12,13,19,14,13,15,6,3,3,1,0,14,14,15,13,7,8,7,2,2,2,1,1,6,6,10,8,8,1,7,9,2,3,4,0,2,2,1,1,0,1,3,3,1,4,1,0,6,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,60,541,22,15,,4,60,0,24,0,0,18,16,9,8,15,7,8,15,8,5,3,1,21,17,14,19,15,13,15,6,3,3,1,0,14,14,15,13,7,9,7,2,2,2,1,1,6,6,10,8,9,1,7,9,2,3,4,0,2,2,1,3,0,1,4,3,1,4,1,0,6,2,1,0,1,1,0,0,0,0,0,1,0,2,0,2,0,1,0,1,1,1,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
