Simulation,Days,Duplicate Stars,Daily Cards,Unique Cards,Room 1 Day,Room 2 Day,Room 3 Day,Room 4 Day,Room 5 Day,Room 6 Day,Card1,Card2,Card3,Card4,Card5,Card6,Card7,Card8,Card9,Card10,Card11,Card12,Card13,Card14,Card15,Card16,Card17,Card18,Card19,Card20,Card21,Card22,Card23,Card24,Card25,Card26,Card27,Card28,Card29,Card30,Card31,Card32,Card33,Card34,Card35,Card36,Card37,Card38,Card39,Card40,Card41,Card42,Card43,Card44,Card45,Card46,Card47,Card48,Card49,Card50,Card51,Card52,Card53,Card54,Card55,Card56,Card57,Card58,Card59,Card60,Card61,Card62,Card63,Card64,Card65,Card66,Card67,Card68,Card69,Card70,Card71,Card72,Card1 Daily,Card2 Daily,Card3 Daily,Card4 Daily,Card5 Daily,Card6 Daily,Card7 Daily,Card8 Daily,Card9 Daily,Card10 Daily,Card11 Daily,Card12 Daily,Card13 Daily,Card14 Daily,Card15 Daily,Card16 Daily,Card17 Daily,Card18 Daily,Card19 Daily,Card20 Daily,Card21 Daily,Card22 Daily,Card23 Daily,Card24 Daily,Card25 Daily,Card26 Daily,Card27 Daily,Card28 Daily,Card29 Daily,Card30 Daily,Card31 Daily,Card32 Daily,Card33 Daily,Card34 Daily,Card35 Daily,Card36 Daily,Card37 Daily,Card38 Daily,Card39 Daily,Card40 Daily,Card41 Daily,Card42 Daily,Card43 Daily,Card44 Daily,Card45 Daily,Card46 Daily,Card47 Daily,Card48 Daily,Card49 Daily,Card50 Daily,Card51 Daily,Card52 Daily,Card53 Daily,Card54 Daily,Card55 Daily,Card56 Daily,Card57 Daily,Card58 Daily,Card59 Daily,Card60 Daily,Card61 Daily,Card62 Daily,Card63 Daily,Card64 Daily,Card65 Daily,Card66 Daily,Card67 Daily,Card68 Daily,Card69 Daily,Card70 Daily,Card71 Daily,Card72 Daily
1,40,355,8,7,2,12,18,0,0,0,10,9,8,7,7,6,7,6,2,4,1,1,15,15,9,8,4,11,14,5,4,1,2,1,11,15,9,6,8,5,6,2,3,2,0,1,3,7,5,8,4,4,7,8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,41,377,16,16,2,12,18,0,0,0,10,9,9,7,7,7,8,7,2,4,1,1,16,15,9,8,4,11,15,5,4,1,2,1,12,16,9,6,8,6,6,2,3,2,0,1,4,7,6,9,4,5,7,9,6,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,42,399,12,12,2,12,18,0,0,0,10,10,9,7,8,7,8,7,2,4,2,1,17,15,10,9,5,12,15,5,4,1,2,1,13,16,9,6,9,6,6,2,3,2,0,1,4,7,6,9,4,5,7,9,6,2,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,43,405,4,4,2,12,18,0,0,0,10,10,9,7,8,7,8,7,2,4,2,1,18,15,11,9,5,12,15,5,4,1,2,1,13,16,9,7,10,6,6,2,3,2,0,1,4,7,6,9,4,5,7,9,6,2,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,44,414,6,6,2,12,18,0,0,0,10,10,9,7,8,7,8,7,2,4,2,1,19,15,11,9,5,13,15,5,4,1,2,1,13,16,9,7,10,6,6,2,3,2,0,1,4,7,7,9,5,6,8,9,6,2,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,45,418,8,6,2,12,18,0,0,0,11,12,9,7,8,7,8,7,2,4,2,1,19,15,11,9,5,13,15,5,4,1,2,1,13,16,9,7,10,6,6,2,3,2,0,1,4,7,7,9,5,6,8,9,6,2,3,1,2,2,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,46,422,6,4,2,12,18,0,0,0,11,14,9,7,8,7,8,7,2,4,2,1,19,15,11,9,5,13,15,5,4,1,2,1,13,16,9,7,10,6,6,2,3,2,0,1,4,7,7,9,5,6,8,9,6,2,3,1,2,2,1,0,0,0,2,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,47,433,8,6,2,12,18,0,0,0,12,15,11,7,8,7,8,7,2,4,2,1,19,15,11,9,5,13,15,5,4,1,2,1,13,16,9,7,10,6,6,2,3,2,0,1,4,7,7,9,5,6,8,10,6,2,3,1,2,2,1,0,0,0,2,3,2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,48,437,2,1,2,12,18,0,0,0,12,15,11,7,8,7,8,7,2,4,2,1,19,15,11,9,5,13,15,5,4,1,2,1,13,16,9,7,10,6,6,2,3,2,0,1,4,7,7,9,5,6,8,10,6,2,3,1,2,2,1,0,0,0,2,3,2,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1,49,444,8,7,2,12,18,0,0,0,14,16,11,7,8,7,8,7,2,4,2,1,19,15,11,9,5,13,15,5,4,1,2,1,13,16,9,7,10,6,6,2,3,2,0,1,4,7,8,9,5,6,8,10,6,2,3,1,2,2,1,0,0,0,2,4,2,4,1,1,0,3,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,50,451,8,8,2,12,18,0,0,0,15,16,12,7,8,7,9,8,2,4,2,1,19,15,11,9,5,13,15,5,4,1,2,1,13,16,9,7,10,6,6,2,3,2,0,1,4,7,8,9,5,6,8,10,6,2,3,1,2,2,1,0,0,0,2,4,2,4,1,1,0,3,0,1,2,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
1,51,453,2,1,2,12,18,0,0,0,15,16,14,7,8,7,9,8,2,4,2,1,19,15,11,9,5,13,15,5,4,1,2,1,13,16,9,7,10,6,6,2,3,2,0,1,4,7,8,9,5,6,8,10,6,2,3,1,2,2,1,0,0,0,2,4,2,4,1,1,0,3,0,1,2,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,52,460,6,4,2,12,18,0,0,0,15,16,15,7,11,7,9,8,2,4,2,1,19,15,11,9,5,13,15,5,4,1,2,1,13,16,10,8,10,6,6,2,3,2,0,1,4,7,8,9,5,6,8,10,6,2,3,1,2,2,1,0,0,0,2,4,2,4,1,1,0,3,0,1,2,0,1,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,53,472,8,7,2,12,18,0,0,0,15,17,15,7,11,8,11,8,2,4,2,1,19,15,11,9,6,13,15,5,5,1,2,1,13,16,10,8,10,6,6,2,3,2,0,1,4,7,8,9,5,6,8,10,6,2,3,1,2,2,1,0,0,1,2,4,2,4,1,1,0,3,0,1,3,0,1,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,54,479,6,5,2,12,18,0,0,0,15,17,15,8,12,8,13,8,2,5,2,1,19,15,11,9,6,13,15,5,5,1,2,1,13,16,10,8,10,6,6,2,3,2,0,1,4,7,8,9,5,6,8,10,6,2,3,1,2,2,1,0,1,1,2,4,2,4,1,1,0,3,0,1,3,0,1,0,0,0,0,1,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,55,492,10,8,2,12,18,0,0,0,18,17,15,8,12,8,14,9,2,5,2,1,19,16,11,9,6,13,15,5,5,1,2,1,13,16,10,8,10,6,7,2,3,2,0,1,4,7,8,9,5,6,8,10,6,3,3,1,2,2,1,0,1,1,3,4,2,4,1,1,0,3,0,1,3,0,1,0,1,0,0,1,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,56,502,8,8,2,12,18,0,0,0,19,18,15,8,13,8,14,10,3,5,3,1,19,16,11,9,6,13,15,5,5,1,2,1,13,16,10,8,10,6,7,2,3,2,0,1,5,7,8,9,5,6,8,10,6,3,3,1,2,2,1,0,1,1,3,4,2,4,1,1,1,3,0,1,3,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,57,518,14,12,2,12,18,0,0,0,19,19,16,8,14,8,16,11,3,5,4,1,21,17,12,9,6,13,16,5,5,1,2,1,13,16,11,8,10,6,7,2,3,2,0,1,5,7,8,9,5,6,8,10,6,3,3,1,2,2,1,0,1,1,3,4,2,4,1,1,1,3,0,1,3,0,1,0,1,0,1,1,0,1,1,0,1,0,2,1,0,0,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,58,525,6,4,2,12,18,0,0,0,20,19,16,8,14,8,17,11,3,5,4,1,24,17,12,9,6,13,16,5,5,1,2,1,13,16,11,8,10,7,7,2,3,2,0,1,5,7,8,9,5,6,8,10,6,3,3,1,2,2,1,0,1,1,3,4,2,4,1,1,1,3,0,1,3,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,59,528,2,2,2,12,18,0,0,0,20,20,16,8,14,8,17,11,4,5,4,1,24,17,12,9,6,13,16,5,5,1,2,1,13,16,11,8,10,7,7,2,3,2,0,1,5,7,8,9,5,6,8,10,6,3,3,1,2,2,1,0,1,1,3,4,2,4,1,1,1,3,0,1,3,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,60,533,2,2,2,12,18,0,0,0,20,20,16,8,14,8,17,11,4,5,4,1,24,17,12,10,6,13,16,5,5,1,2,1,13,16,11,8,10,7,7,2,4,2,0,1,5,7,8,9,5,6,8,10,6,3,3,1,2,2,1,0,1,1,3,4,2,4,1,1,1,3,0,1,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
