Simulation,Days,Duplicate Stars,Daily Cards,Room 1 Day,Room 2 Day,Room 3 Day,Room 4 Day,Room 5 Day,Room 6 Day,Card1,Card2,Card3,Card4,Card5,Card6,Card7,Card8,Card9,Card10,Card11,Card12,Card13,Card14,Card15,Card16,Card17,Card18,Card19,Card20,Card21,Card22,Card23,Card24,Card25,Card26,Card27,Card28,Card29,Card30,Card31,Card32,Card33,Card34,Card35,Card36,Card37,Card38,Card39,Card40,Card41,Card42,Card43,Card44,Card45,Card46,Card47,Card48,Card49,Card50,Card51,Card52,Card53,Card54,Card55,Card56,Card57,Card58,Card59,Card60,Card61,Card62,Card63,Card64,Card65,Card66,Card67,Card68,Card69,Card70,Card71,Card72,Card1 Daily,Card2 Daily,Card3 Daily,Card4 Daily,Card5 Daily,Card6 Daily,Card7 Daily,Card8 Daily,Card9 Daily,Card10 Daily,Card11 Daily,Card12 Daily,Card13 Daily,Card14 Daily,Card15 Daily,Card16 Daily,Card17 Daily,Card18 Daily,Card19 Daily,Card20 Daily,Card21 Daily,Card22 Daily,Card23 Daily,Card24 Daily,Card25 Daily,Card26 Daily,Card27 Daily,Card28 Daily,Card29 Daily,Card30 Daily,Card31 Daily,Card32 Daily,Card33 Daily,Card34 Daily,Card35 Daily,Card36 Daily,Card37 Daily,Card38 Daily,Card39 Daily,Card40 Daily,Card41 Daily,Card42 Daily,Card43 Daily,Card44 Daily,Card45 Daily,Card46 Daily,Card47 Daily,Card48 Daily,Card49 Daily,Card50 Daily,Card51 Daily,Card52 Daily,Card53 Daily,Card54 Daily,Card55 Daily,Card56 Daily,Card57 Daily,Card58 Daily,Card59 Daily,Card60 Daily,Card61 Daily,Card62 Daily,Card63 Daily,Card64 Daily,Card65 Daily,Card66 Daily,Card67 Daily,Card68 Daily,Card69 Daily,Card70 Daily,Card71 Daily,Card72 Daily
1,40,340,8,13,16,0,0,0,0,7,6,7,3,9,6,4,7,6,5,2,2,14,15,12,11,6,7,16,6,1,0,3,2,15,13,15,4,5,5,3,2,0,5,0,0,3,4,5,4,4,5,12,4,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,41,357,12,13,16,0,0,0,0,7,6,9,3,9,6,4,8,7,5,2,2,15,15,12,11,6,7,16,6,1,0,3,2,15,13,16,4,5,5,4,2,0,6,0,0,5,4,6,4,4,5,12,4,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,42,370,6,13,16,0,0,0,0,7,6,9,3,9,6,4,8,7,5,2,2,15,15,12,11,6,7,16,6,2,0,3,2,15,13,16,4,5,5,4,2,0,6,0,0,5,4,6,4,6,6,13,4,2,2,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,43,384,8,13,16,0,0,0,0,8,6,9,3,9,6,4,8,8,5,2,2,16,15,12,12,6,7,17,6,2,0,3,2,15,13,16,4,6,5,4,2,0,6,0,0,5,5,6,4,6,6,13,4,2,2,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,44,390,4,13,16,0,0,0,0,8,6,9,3,10,6,4,8,8,5,2,2,16,15,12,14,6,7,17,6,2,0,3,2,15,13,16,4,6,5,4,2,0,6,0,0,5,5,6,4,6,6,13,4,2,2,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,45,401,16,13,16,0,0,0,0,10,7,9,4,10,6,4,8,8,5,2,2,16,15,12,14,6,7,17,6,2,0,3,2,15,13,16,4,6,5,4,2,0,6,0,0,5,5,6,4,6,6,13,4,2,2,2,1,0,4,1,0,0,1,2,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1
1,46,417,10,13,16,0,0,0,0,11,7,10,4,10,6,4,8,8,5,2,2,16,15,12,14,6,7,17,7,2,0,3,2,15,13,16,4,6,5,4,2,0,6,0,0,5,5,6,4,6,6,13,4,2,2,2,1,0,4,1,0,0,2,2,2,3,1,2,0,2,0,0,0,0,1,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0
1,47,420,2,13,16,0,0,0,0,11,7,10,4,10,6,4,8,8,5,2,2,17,15,12,14,6,7,17,7,2,0,3,2,15,13,16,4,6,5,4,2,0,6,0,0,5,5,6,4,6,6,13,4,2,2,2,1,0,4,1,0,0,2,2,2,3,1,2,0,3,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,48,429,6,13,16,0,0,0,0,11,7,10,4,10,6,4,8,8,5,2,2,17,15,12,14,6,7,17,7,2,0,3,2,15,13,17,4,6,5,4,2,0,6,0,0,5,5,6,4,6,6,13,4,2,2,3,1,0,4,1,0,0,2,3,3,3,1,2,0,3,1,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,49,439,8,13,16,0,0,0,0,12,8,10,4,10,6,4,8,8,5,2,2,17,15,12,14,6,8,17,7,2,0,3,2,15,13,17,4,6,5,4,2,0,6,0,0,5,5,6,4,6,6,13,4,2,2,3,1,0,4,1,0,0,2,5,3,3,1,3,0,3,2,0,0,0,2,1,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1,50,452,8,13,16,0,0,0,0,12,9,10,6,10,6,4,9,8,5,2,2,17,15,12,14,6,8,17,7,2,0,3,2,15,13,17,4,6,5,4,2,0,6,0,0,6,5,6,4,6,6,14,4,2,2,3,2,0,4,1,0,0,2,5,3,3,1,3,1,3,2,0,0,0,2,1,0,2,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,51,469,12,13,16,0,0,0,0,12,9,10,8,10,6,5,13,8,5,2,2,17,15,12,14,6,8,17,7,2,0,3,2,15,13,17,4,7,5,4,2,1,6,0,0,6,5,6,4,6,6,14,4,2,3,3,2,0,4,1,0,0,2,5,3,3,1,3,1,3,2,0,0,0,3,1,1,2,0,0,1,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,52,480,6,13,16,0,0,0,0,12,10,10,9,10,7,5,13,9,5,2,2,17,15,12,14,6,8,17,7,2,0,3,2,15,13,17,4,7,5,4,2,1,6,0,0,6,5,6,4,6,7,14,4,2,3,3,2,0,4,1,0,0,2,5,3,3,1,3,1,3,2,0,0,0,4,1,1,2,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,53,482,2,13,16,0,0,0,0,13,10,10,9,10,7,6,13,9,5,2,2,17,15,12,14,6,8,17,7,2,0,3,2,15,13,17,4,7,5,4,2,1,6,0,0,6,5,6,4,6,7,14,4,2,3,3,2,0,4,1,0,0,2,5,3,3,1,3,1,3,2,0,0,0,4,1,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,54,497,8,13,16,0,0,0,0,14,10,11,10,11,7,6,13,9,5,2,2,17,15,12,14,6,8,17,7,2,0,3,2,15,13,17,4,7,5,4,2,1,6,0,0,6,5,6,4,6,7,14,4,2,3,3,2,0,4,1,0,0,2,5,3,3,1,3,2,4,3,0,0,0,4,1,1,3,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
1,55,504,4,13,16,0,0,0,0,14,10,11,10,11,7,6,13,11,5,2,2,18,15,12,14,6,9,17,7,2,0,3,2,15,13,17,4,7,5,4,2,1,6,0,0,6,5,6,4,6,7,14,4,2,3,3,2,0,4,1,0,0,2,5,3,3,1,3,2,4,3,0,0,0,4,1,1,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,56,512,6,13,16,0,0,0,0,14,10,11,10,12,8,6,14,11,6,2,2,18,16,12,14,6,9,17,7,2,0,3,2,15,13,17,4,7,5,4,2,1,6,0,0,6,5,6,4,6,7,14,4,2,3,3,2,0,4,1,0,0,2,5,3,3,1,3,2,5,3,0,0,0,4,1,1,3,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,57,522,6,13,16,0,0,0,0,14,10,11,10,12,8,6,15,13,6,3,2,19,16,12,14,6,9,17,7,2,0,3,2,15,13,17,4,7,5,4,2,1,6,0,0,6,5,6,4,6,7,14,4,2,3,3,2,0,4,1,0,0,2,5,4,3,1,3,2,5,3,0,0,0,4,1,1,3,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,58,543,12,13,16,0,0,0,0,14,11,11,12,12,9,6,16,13,6,5,2,20,16,12,15,6,9,17,7,2,0,3,2,15,13,17,4,7,5,4,2,1,6,0,0,6,5,6,4,6,7,15,4,2,3,3,2,0,4,1,0,0,2,5,4,3,1,3,2,5,3,0,0,0,4,1,1,4,1,0,1,0,1,0,2,0,1,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,59,553,6,13,16,0,0,0,0,14,11,11,12,12,9,7,16,15,6,6,2,21,16,12,15,6,9,17,7,2,0,3,2,15,13,17,4,7,5,4,2,1,6,0,0,6,5,6,4,6,7,15,4,2,3,3,2,0,4,1,0,0,2,5,4,4,1,3,2,5,3,0,0,0,4,1,1,4,1,0,1,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,60,576,12,13,16,0,0,0,0,16,11,11,12,13,9,7,16,15,7,6,2,21,16,12,15,6,9,17,8,2,0,3,2,15,13,17,4,7,6,4,2,2,7,0,0,6,5,6,4,6,7,16,4,2,3,3,2,0,4,1,0,0,2,5,5,4,2,3,2,5,3,0,0,1,4,1,1,4,1,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
