Simulation,Days,Duplicate Stars,Daily Cards,Card1,Card2,Card3,Card4,Card5,Card6,Card7,Card8,Card9,Card10,Card11,Card12,Card13,Card14,Card15,Card16,Card17,Card18,Card19,Card20,Card21,Card22,Card23,Card24,Card25,Card26,Card27,Card28,Card29,Card30,Card31,Card32,Card33,Card34,Card35,Card36,Card37,Card38,Card39,Card40,Card41,Card42,Card43,Card44,Card45,Card46,Card47,Card48,Card49,Card50,Card51,Card52,Card53,Card54,Card55,Card56,Card57,Card58,Card59,Card60,Card61,Card62,Card63,Card64,Card65,Card66,Card67,Card68,Card69,Card70,Card71,Card72,Card1 Daily,Card2 Daily,Card3 Daily,Card4 Daily,Card5 Daily,Card6 Daily,Card7 Daily,Card8 Daily,Card9 Daily,Card10 Daily,Card11 Daily,Card12 Daily,Card13 Daily,Card14 Daily,Card15 Daily,Card16 Daily,Card17 Daily,Card18 Daily,Card19 Daily,Card20 Daily,Card21 Daily,Card22 Daily,Card23 Daily,Card24 Daily,Card25 Daily,Card26 Daily,Card27 Daily,Card28 Daily,Card29 Daily,Card30 Daily,Card31 Daily,Card32 Daily,Card33 Daily,Card34 Daily,Card35 Daily,Card36 Daily,Card37 Daily,Card38 Daily,Card39 Daily,Card40 Daily,Card41 Daily,Card42 Daily,Card43 Daily,Card44 Daily,Card45 Daily,Card46 Daily,Card47 Daily,Card48 Daily,Card49 Daily,Card50 Daily,Card51 Daily,Card52 Daily,Card53 Daily,Card54 Daily,Card55 Daily,Card56 Daily,Card57 Daily,Card58 Daily,Card59 Daily,Card60 Daily,Card61 Daily,Card62 Daily,Card63 Daily,Card64 Daily,Card65 Daily,Card66 Daily,Card67 Daily,Card68 Daily,Card69 Daily,Card70 Daily,Card71 Daily,Card72 Daily
1,42,383,4,,6,7,5,1,5,5,12,7,10,4,5,1,13,15,8,19,12,7,12,3,3,2,3,1,13,15,15,8,10,6,3,3,1,4,0,0,6,4,4,6,4,4,9,6,1,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,43,395,8,,6,7,5,1,6,5,12,8,10,4,5,1,13,16,8,19,12,7,12,3,4,2,3,1,13,15,15,8,10,7,3,3,1,4,0,0,6,4,5,6,5,4,9,7,1,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,44,404,6,,6,7,5,1,7,5,13,8,10,4,5,1,14,16,8,19,12,8,13,3,4,2,3,1,13,15,15,9,10,7,3,3,1,4,0,0,6,4,5,6,5,4,9,7,1,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,45,404,2,,6,7,5,1,7,5,13,8,10,4,5,1,14,16,8,19,12,8,13,3,4,2,3,1,13,15,15,9,10,7,3,3,1,4,0,0,6,4,5,6,5,4,9,7,1,5,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,46,408,6,,6,8,5,1,8,5,13,8,10,4,5,1,14,16,8,19,12,8,13,3,4,2,3,1,13,15,15,9,10,7,3,3,1,4,0,0,6,4,5,7,5,4,9,7,1,5,2,2,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,47,418,12,,8,8,5,1,8,5,13,8,10,4,5,1,14,16,8,19,12,8,13,3,4,2,3,1,13,15,15,9,10,7,3,3,1,4,0,0,6,4,5,7,5,4,9,7,1,5,2,2,0,1,0,0,0,0,4,1,0,2,3,1,0,1,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,1
1,48,422,4,,8,8,5,1,8,5,13,8,10,4,5,1,14,16,8,19,12,8,13,3,4,2,3,1,13,15,15,9,10,7,3,3,1,4,0,0,6,4,5,7,5,4,9,7,1,5,2,2,0,1,0,0,0,0,5,1,2,2,3,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,49,423,2,,8,8,5,1,8,5,13,8,10,4,5,1,14,16,8,19,12,8,13,3,4,2,3,1,13,15,15,9,10,7,3,3,1,4,0,0,6,4,5,7,5,4,9,7,1,5,2,2,0,1,0,0,0,0,5,2,2,2,3,1,0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,50,432,6,,10,8,5,1,8,5,14,8,10,4,5,1,14,16,8,19,12,8,13,3,4,2,3,1,13,15,15,9,10,7,3,3,1,4,0,0,6,4,5,7,5,4,9,7,1,5,2,2,0,1,0,0,0,0,5,2,2,2,3,1,1,2,3,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
1,51,441,8,,11,9,5,2,10,6,14,10,10,4,5,1,14,16,8,19,12,8,13,3,4,2,3,1,13,15,15,9,10,7,3,3,1,4,0,0,6,4,5,7,5,4,9,7,1,5,2,2,0,1,0,0,0,0,5,2,2,2,3,1,1,2,3,1,1,0,0,0,0,0,0,1,1,1,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,52,450,6,,11,9,6,4,10,8,14,10,10,4,5,1,14,16,8,19,12,8,13,3,4,2,3,1,13,15,15,9,10,7,3,3,1,4,0,0,6,4,5,7,5,4,9,7,1,5,2,2,0,1,0,0,0,0,5,2,2,2,3,1,2,2,3,1,1,0,0,0,0,0,0,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,53,463,8,,11,9,6,5,10,8,15,11,10,4,5,1,14,16,8,19,12,8,14,3,4,2,3,1,13,15,15,10,10,7,3,3,1,4,0,0,6,4,5,7,5,4,10,7,1,5,2,2,0,1,0,0,0,0,5,3,2,2,3,1,2,3,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,54,483,16,,11,9,6,7,11,10,15,12,11,4,5,1,14,17,9,19,12,8,14,3,4,2,3,1,13,15,15,10,10,7,3,3,1,4,0,0,7,4,5,7,6,5,11,7,1,5,2,2,0,1,0,0,0,0,5,3,2,2,3,1,2,4,3,1,1,0,0,1,0,0,1,1,0,0,0,2,1,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1,55,495,8,,12,10,7,7,11,10,15,12,12,4,5,1,14,17,10,19,12,9,14,3,4,2,3,1,13,15,15,10,10,7,3,4,1,4,0,0,7,4,5,7,7,5,11,7,1,5,2,2,0,1,0,0,0,0,5,3,2,2,3,1,2,4,3,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,56,506,8,,13,10,7,9,11,11,16,13,12,4,5,1,14,17,10,19,13,9,14,3,4,2,3,1,13,15,15,10,10,7,3,4,1,4,0,0,7,4,5,7,7,5,11,7,1,5,2,2,0,1,0,0,0,0,5,4,2,2,3,1,2,4,3,1,1,0,0,1,0,0,1,1,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,57,508,2,,13,11,7,9,11,11,16,14,12,4,5,1,14,17,10,19,13,9,14,3,4,2,3,1,13,15,15,10,10,7,3,4,1,4,0,0,7,4,5,7,7,5,11,7,1,5,2,2,0,1,0,0,0,0,5,4,2,2,3,1,2,4,3,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,58,529,12,,13,11,11,10,11,11,17,14,13,4,5,2,16,17,10,19,13,9,14,3,4,2,3,1,13,15,15,10,10,7,3,4,1,4,0,0,7,4,5,7,7,5,11,7,1,5,2,2,0,1,0,0,0,0,5,4,2,2,3,2,2,4,3,1,1,0,0,2,0,0,1,1,0,0,4,1,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,59,542,8,,13,12,12,12,11,12,17,15,13,4,5,2,16,17,10,19,13,9,14,3,4,2,3,1,13,15,15,10,10,7,3,4,1,4,0,0,7,4,5,7,7,5,11,7,1,5,2,2,0,1,0,0,0,0,5,4,2,2,4,2,2,4,3,2,1,0,0,2,0,0,1,1,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,60,551,6,,13,13,12,12,11,13,17,15,14,4,6,2,16,17,10,19,13,9,14,3,4,2,3,1,13,15,15,10,11,7,3,4,1,4,0,0,7,4,5,7,7,5,11,7,1,5,2,2,0,1,0,0,1,0,5,4,2,2,4,2,2,4,3,2,1,0,0,2,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
