Simulation,Days,Duplicate Stars,Daily CardsUnique Cards,Room 1 Day,Room 2 Day,Room 3 Day,Room 4 Day,Room 5 Day,Room 6 Day,Card1,Card2,Card3,Card4,Card5,Card6,Card7,Card8,Card9,Card10,Card11,Card12,Card13,Card14,Card15,Card16,Card17,Card18,Card19,Card20,Card21,Card22,Card23,Card24,Card25,Card26,Card27,Card28,Card29,Card30,Card31,Card32,Card33,Card34,Card35,Card36,Card37,Card38,Card39,Card40,Card41,Card42,Card43,Card44,Card45,Card46,Card47,Card48,Card49,Card50,Card51,Card52,Card53,Card54,Card55,Card56,Card57,Card58,Card59,Card60,Card61,Card62,Card63,Card64,Card65,Card66,Card67,Card68,Card69,Card70,Card71,Card72,Card1 Daily,Card2 Daily,Card3 Daily,Card4 Daily,Card5 Daily,Card6 Daily,Card7 Daily,Card8 Daily,Card9 Daily,Card10 Daily,Card11 Daily,Card12 Daily,Card13 Daily,Card14 Daily,Card15 Daily,Card16 Daily,Card17 Daily,Card18 Daily,Card19 Daily,Card20 Daily,Card21 Daily,Card22 Daily,Card23 Daily,Card24 Daily,Card25 Daily,Card26 Daily,Card27 Daily,Card28 Daily,Card29 Daily,Card30 Daily,Card31 Daily,Card32 Daily,Card33 Daily,Card34 Daily,Card35 Daily,Card36 Daily,Card37 Daily,Card38 Daily,Card39 Daily,Card40 Daily,Card41 Daily,Card42 Daily,Card43 Daily,Card44 Daily,Card45 Daily,Card46 Daily,Card47 Daily,Card48 Daily,Card49 Daily,Card50 Daily,Card51 Daily,Card52 Daily,Card53 Daily,Card54 Daily,Card55 Daily,Card56 Daily,Card57 Daily,Card58 Daily,Card59 Daily,Card60 Daily,Card61 Daily,Card62 Daily,Card63 Daily,Card64 Daily,Card65 Daily,Card66 Daily,Card67 Daily,Card68 Daily,Card69 Daily,Card70 Daily,Card71 Daily,Card72 Daily
1,40,368,1210,15,8,19,28,0,0,9,2,7,6,6,8,14,11,5,8,5,6,18,17,13,5,8,11,7,7,7,2,1,2,10,13,13,10,2,4,5,1,1,1,1,1,5,6,3,4,5,0,6,3,2,0,2,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,41,378,88,15,8,19,28,0,0,9,3,7,6,6,9,15,11,5,9,5,6,18,17,13,5,8,11,7,7,7,2,1,2,11,13,13,10,2,4,5,1,1,1,1,1,6,7,3,4,5,0,7,3,2,0,2,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,42,387,66,15,8,19,28,0,0,9,3,7,6,6,9,15,11,5,9,5,6,18,17,13,5,8,12,7,7,7,2,1,2,11,13,13,10,2,4,6,1,1,1,1,1,7,8,3,4,5,1,8,3,2,0,2,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,43,397,86,15,8,19,28,0,0,9,3,7,6,6,9,15,13,5,10,5,6,18,17,13,5,8,12,7,7,7,2,1,2,11,13,15,11,2,4,6,1,1,1,1,1,7,9,3,5,5,1,8,3,2,0,2,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,44,408,87,15,8,19,28,0,0,9,3,7,6,6,10,15,13,5,11,5,6,18,18,14,5,8,12,7,7,8,2,1,2,11,13,16,11,2,4,6,1,1,1,1,1,9,9,3,5,5,1,8,3,2,0,2,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,45,411,65,15,8,19,28,0,0,10,5,7,6,6,10,15,13,5,11,5,6,18,18,14,5,8,12,7,7,8,2,1,2,11,13,16,11,2,4,6,1,1,1,1,1,9,9,3,5,5,1,8,3,2,0,2,1,1,0,1,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1,46,416,66,15,8,19,28,0,0,11,5,7,6,6,10,15,13,5,11,5,6,18,18,14,5,8,12,7,7,8,2,1,2,11,13,16,11,2,4,6,1,1,1,1,1,9,9,3,5,5,1,8,3,2,0,2,1,1,0,1,2,0,0,0,0,1,0,1,2,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
1,47,422,65,15,8,19,28,0,0,11,5,7,6,6,10,15,13,5,11,5,6,18,18,14,6,8,12,7,7,8,2,1,2,11,14,16,11,2,4,6,1,1,1,1,1,9,9,3,5,5,1,8,3,2,0,2,1,1,0,1,2,0,0,1,0,1,0,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1,48,433,129,15,8,19,28,0,0,13,7,7,6,6,10,15,13,5,11,5,6,18,18,14,7,8,12,7,7,8,2,1,2,11,14,16,11,2,4,6,1,1,1,1,1,9,9,3,5,5,1,8,3,2,0,2,1,1,0,1,2,0,0,1,0,3,0,3,2,2,3,1,1,0,1,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
1,49,440,44,15,8,19,28,0,0,13,7,7,6,6,10,15,13,5,11,5,6,18,18,14,7,8,12,7,7,8,2,1,2,11,14,16,11,2,4,6,1,1,1,1,1,9,9,3,5,5,1,8,3,2,0,2,1,1,0,1,2,0,0,1,0,4,0,4,2,3,4,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,50,450,85,15,8,19,28,0,0,13,8,8,6,6,10,16,17,5,11,5,6,18,18,14,7,8,12,7,7,8,2,1,2,11,14,16,11,2,4,6,1,1,1,1,1,9,9,3,5,5,1,8,3,2,0,2,1,1,0,1,2,0,0,1,0,4,0,4,2,3,4,1,2,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,51,452,21,15,8,19,28,0,0,13,8,10,6,6,10,16,17,5,11,5,6,18,18,14,7,8,12,7,7,8,2,1,2,11,14,16,11,2,4,6,1,1,1,1,1,9,9,3,5,5,1,8,3,2,0,2,1,1,0,1,2,0,0,1,0,4,0,4,2,3,4,1,2,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,52,460,87,15,8,19,28,0,0,15,9,11,7,6,10,16,17,5,11,5,6,18,18,14,7,8,12,7,7,8,2,1,2,11,14,16,11,2,4,6,1,1,1,1,1,9,9,3,5,5,1,8,3,2,0,2,1,1,0,1,2,0,0,1,0,4,0,4,2,3,5,1,2,1,1,1,0,1,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,53,469,66,15,8,19,28,0,0,15,10,11,7,6,10,16,18,5,11,5,6,18,18,14,8,8,12,7,7,8,2,1,2,11,14,16,11,2,4,6,1,1,1,1,1,9,9,3,5,5,2,8,3,2,0,2,1,1,0,1,2,0,0,1,0,4,0,4,2,4,6,1,2,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,54,476,64,15,8,19,28,0,0,15,10,11,8,7,12,18,18,5,11,5,6,18,18,14,8,8,12,7,7,8,2,1,2,11,14,16,11,2,4,6,1,1,1,1,1,9,9,3,5,5,2,8,3,2,0,2,1,1,0,1,2,0,0,1,0,4,0,4,2,4,6,1,2,1,1,1,0,1,1,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,55,480,44,15,8,19,28,0,0,16,10,12,8,8,12,18,18,5,11,5,6,18,18,14,8,8,12,7,7,8,2,1,2,11,14,16,11,2,4,6,1,1,1,1,1,9,9,3,6,5,2,8,3,2,0,2,1,1,0,1,2,0,0,1,0,4,0,4,2,4,6,1,2,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,56,494,87,15,8,19,28,0,0,17,12,12,8,9,13,18,18,6,11,6,7,18,18,14,8,8,12,7,7,8,2,1,2,11,14,16,11,2,4,6,1,1,1,1,1,9,9,3,6,5,2,8,3,2,0,2,1,1,0,1,2,0,0,1,0,4,0,4,2,4,6,1,2,1,1,1,0,1,1,0,0,1,2,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,57,504,65,15,8,19,28,0,0,17,13,12,10,10,13,18,18,7,11,6,7,18,18,14,8,8,12,7,7,8,2,1,2,11,14,16,11,2,5,6,1,1,1,1,1,9,9,3,6,5,2,8,3,2,0,2,1,1,0,1,2,0,0,1,0,4,0,4,2,4,6,1,2,1,1,1,0,1,1,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,58,523,129,15,8,19,28,0,0,18,13,15,11,12,14,19,18,7,12,6,7,18,18,14,8,8,12,7,7,8,2,1,2,11,14,16,11,2,5,7,1,1,1,1,1,9,9,3,6,5,2,8,3,2,0,2,1,1,0,1,2,0,0,1,0,4,0,4,2,4,6,1,2,1,1,2,0,1,1,0,0,1,0,3,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,59,533,87,15,8,19,28,0,0,18,13,15,13,12,15,20,18,7,12,6,7,19,18,14,8,8,12,7,7,8,2,1,2,11,14,16,11,2,5,7,1,1,1,1,1,9,9,3,6,6,2,8,4,2,0,2,1,1,0,1,2,0,0,1,1,4,0,4,2,4,6,1,2,1,1,2,0,1,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,60,541,66,15,8,19,28,0,0,18,13,15,13,12,15,21,18,8,12,6,7,19,18,15,9,8,12,7,8,8,2,1,2,11,14,16,11,2,5,7,1,1,1,1,1,9,9,3,6,6,2,8,4,2,0,2,1,1,0,1,2,0,0,1,1,4,1,4,2,4,6,1,2,1,1,2,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
